Respondent_Serial,D1,D3,D4_State,D4_Location,D4_Overall,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_NA,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_97,Q3_NA,Involvement,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_97,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_97,Q8_NA,Q8_DK,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_18,Q9_19,Q9_20,Q9_21,Q9_22,Q9_23,Q9_24,Q9_25,Q9_26,Q9_27,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_97,Q10_NA,Q10b_Coding_1,Q10b_Coding_2,Q10b_Coding_3,Q10b_Coding_4,Q10b_Coding_5,Q10b_Coding_6,Q10b_Coding_7,Q10b_Coding_8,Q10b_Coding_9,Q10b_Coding_10,Q10b_Coding_11,Q10b_Coding_14,Q10b_Coding_95,Q10b_Coding_97,Q10b_Coding_98,Q10b_Coding_99,Q10b_Codes,Q11a_1,Q11a_2,Q11a_3,Q11a_4,Q11a_5,Q11a_6,Q11a_7,Q11b_1,Q11b_2,Q11b_3,Q11b_4,Q11b_5,Q11b_6,Q11b_7,Q13,Q14,Q14_O_Coding_1,Q14_O_Coding_2,Q14_O_Coding_3,Q14_O_Coding_4,Q14_O_Coding_5,Q14_O_Coding_6,Q14_O_Coding_7,Q14_O_Coding_8,Q14_O_Coding_9,Q14_O_Coding_10,Q14_O_Coding_11,Q14_O_Coding_97,Q14_O_Coding_98,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_97,Q25_NA,Q16,Q17,Q18a_1,Q18a_2,Q18a_3,Q18a_4,Q18a_5,Q18a_6,Q18a_7,Q18a_8,Q18a_9,Q18a_97,Q18a_DK,Q18b1,Q18b2,Q18b3,Q19A,Q19B,Q19c_1,Q19c_2,Q19c_3,Q19c_4,Q19c_5,Q19c_6,Q19c_7,Q19c_8,Q19c_9,Q19c_10,Q19c_11,Q19c_12,Q19c_13,Q19c_14,Q19c_15,Q19c_16,Q19c_17,Q19c_18,Q19c_19,Q19c_20,Q19c_97,Q19d,Q19e_1,Q19e_2,Q19e_3,Q19e_4,Q19e_5,Q19e_6,Q19e_7,Q19e_8,Q19e_9,Q19e_10,Q19e_11,Q19e_12,Q19e_13,Q19e_14,Q19e_15,Q19e_16,Q19e_17,Q19e_18,Q19e_19,Q19e_20,Q20,Q21a,Q21b,Q22,Q23,D5,D6,D7,D8,Q24,D9,Q29,Total,Weight
236,6,2,3,1,12,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,2,9,7,8,5,4,7,7,4,5,3,8,6,5,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,8,5,2,8,7,10,7,7,5,6,7,8,7,8,7,8,6,6,7,10,5,6,6,7,7,8,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,10,8,8,8,10,8,10,6,6,3,7,2,2,2,1,2,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,3,9,1,1,1,0,0,1,0,0,0,0,0,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,9,8,10,9,8,10,5,8,7,8,8,8,7,7,7,8,5,9,7,99,2,4,4,1,5,1,2,1,99,1,0.71
2593,6,1,3,1,12,0,0,0,0,0,0,1,,1,1,0,1,1,0,0,0,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,2,8,7,8,7,7,9,9,7,7,8,9,9,7,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,8,6,8,9,7,7,6,7,7,8,7,7,8,9,9,9,8,8,7,7,7,9,9,9,7,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,9,9,9,9,9,8,9,6,8,7,7,7,7,6,1,2,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,3,9,0,1,1,1,0,0,0,0,0,0,0,2,3,8,1,2,,,,,,,,,,,,,,,,,,,,,,,9,7,6,9,9,8,8,7,9,7,7,7,8,9,8,9,8,9,8,7,9,7,99,3,1,2,2,8,3,98,,99,1,0.62
2878,5,1,2,1,2,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2,6,7,5,5,5,7,5,5,4,5,7,4,8,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,9,7,3,8,5,5,6,8,3,3,8,6,8,7,6,8,10,5,4,6,7,8,8,8,10,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,9,6,6,9,3,7,6,7,6,6,9,6,6,4,2,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,3,7,1,1,1,1,1,1,0,0,0,0,0,5,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,6,6,8,9,7,6,4,3,4,2,7,8,7,4,4,5,3,6,8,99,3,4,2,2,99,1,2,99,99,1,0.00
624,2,1,4,1,8,0,0,0,0,0,0,1,,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,3,7,8,8,1,4,7,7,5,3,3,5,8,7,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,7,3,6,8,5,5,5,7,8,5,8,8,9,8,6,8,9,8,5,5,8,8,8,6,8,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,10,7,6,9,5,5,5,7,6,7,8,5,6,4,1,3,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,2,9,0,1,1,0,0,1,0,0,0,0,0,2,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,8,2,6,8,5,7,4,3,6,3,5,5,5,5,4,4,3,6,7,2,3,1,4,4,3,1,98,,99,1,2.11
1334,5,1,2,1,2,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,6,8,8,6,2,7,6,6,2,2,2,7,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,2,8,8,7,8,5,9,8,8,8,9,9,8,8,7,7,5,5,5,9,9,8,7,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,8,8,8,7,8,10,8,4,5,4,5,3,3,1,2,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,1,9,1,0,1,0,0,1,0,1,0,0,0,8,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,10,10,10,10,6,10,3,7,9,4,9,7,5,7,8,10,6,10,5,99,3,1,1,2,99,1,2,1,99,1,0.00
490,7,2,2,1,2,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,2,8,7,8,0,3,9,7,5,2,3,6,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,8,5,5,5,7,5,5,7,7,7,7,7,8,7,7,6,5,6,7,5,7,5,7,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,7,7,7,7,7,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,4,8,0,1,1,0,0,0,0,0,0,0,0,3,2,8,1,2,,,,,,,,,,,,,,,,,,,,,,,7,7,3,7,5,5,6,7,7,5,5,5,7,7,7,7,7,3,5,3,8,7,99,2,4,4,2,3,2,98,,99,1,1.06
1397,6,2,3,1,12,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,3,4,9,7,6,4,5,5,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,9,8,7,5,7,6,8,8,6,8,8,7,6,6,9,9,4,9,5,5,5,8,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8,7,9,8,8,8,10,4,6,4,5,4,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,1,0,0,0,8,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,8,8,8,7,7,8,8,8,6,6,6,8,8,8,8,8,8,7,7,10,7,1,3,2,1,1,8,1,2,1,99,1,0.60
1686,6,2,2,2,3,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,7,8,7,5,3,9,10,4,3,3,9,3,3,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,2,5,10,10,10,10,5,5,5,5,4,5,5,10,5,5,0,10,10,4,4,3,5,5,7,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,10,7,10,6,10,10,10,0,4,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,6,10,1,1,0,1,0,0,0,0,0,0,0,3,8,6,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,7,7,10,10,6,7,7,5,4,2,4,7,7,7,10,4,6,6,7,10,3,1,1,4,2,1,5,1,1,97,99,1,0.73
2047,5,2,2,1,2,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,7,7,7,1,6,8,8,4,6,3,9,6,7,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,6,5,8,8,8,7,6,8,3,7,8,8,5,5,8,7,7,3,9,10,6,7,8,8,7,10,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,9,9,9,8,9,8,8,5,8,4,6,4,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,8,1,1,1,1,0,0,0,0,0,0,0,3,2,6,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,5,4,2,1,7,2,5,4,1,4,2,1,1,2,1,2,5,2,2,6,5,9,6,1,3,1,4,1,8,1,98,,99,1,1.19
257,6,2,5,1,14,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,3,4,3,5,6,5,3,4,2,6,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,7,5,5,5,5,5,5,7,7,5,5,7,7,5,4,6,6,5,6,7,5,5,6,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,9,8,10,10,8,8,10,10,10,5,5,10,10,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,4,10,1,1,1,1,0,1,0,1,0,0,0,3,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7,7,6,7,6,7,6,7,5,7,7,7,7,7,7,7,7,10,6,2,2,4,4,1,2,1,1,97,99,1,1.60
2371,3,1,1,2,7,0,0,0,0,0,0,1,,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,8,8,8,1,2,8,6,4,6,4,8,8,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,3,8,8,7,8,8,4,6,7,8,9,7,8,9,6,8,8,8,5,8,8,8,8,6,9,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,9,8,7,8,9,9,8,5,8,6,9,5,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,8,0,1,1,0,0,1,0,0,0,0,0,8,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,7,8,7,7,3,9,3,3,7,7,10,8,7,8,5,5,8,9,8,2,2,1,2,1,5,1,98,,99,1,1.05
1044,7,1,3,1,12,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,7,7,3,4,7,8,4,3,5,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,5,7,5,5,5,6,5,5,6,6,6,6,6,6,5,6,5,5,6,7,6,5,5,6,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,6,6,5,6,5,6,7,7,6,7,7,5,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,5,8,1,1,0,0,0,0,0,0,0,0,0,9,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,6,6,6,6,6,4,5,6,4,5,6,4,5,6,5,4,8,7,99,3,2,2,5,7,1,2,2,99,1,0.41
1403,7,2,6,2,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,2,7,8,9,5,5,8,7,3,4,5,2,8,7,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,8,5,7,9,6,6,3,7,8,7,8,7,9,8,8,7,8,7,9,9,7,6,8,7,8,8,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,6,7,7,6,7,6,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,7,10,1,1,1,0,0,0,0,1,1,0,0,8,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,7,7,6,8,8,7,8,7,8,6,6,6,8,7,8,8,6,7,6,7,10,8,2,1,4,2,5,3,1,99,,99,1,0.79
1201,7,2,4,2,9,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,6,8,8,1,4,9,10,5,6,4,5,8,5,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,7,3,5,6,7,7,6,7,3,4,6,5,7,6,8,7,8,5,7,7,8,8,6,8,3,8,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,8,8,7,8,6,9,6,6,6,4,6,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,9,1,1,1,1,0,1,0,1,0,0,0,3,2,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,2,1,1,4,5,2,2,98,,99,1,0.58
1663,6,2,5,1,14,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,8,6,8,8,3,9,8,3,6,6,5,8,6,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7,1,7,8,2,2,2,7,5,6,7,5,6,8,8,8,3,8,3,8,8,8,7,7,8,6,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,8,8,8,7,8,8,2,7,7,4,4,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9,1,1,1,1,0,1,0,1,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,6,6,3,3,7,4,4,3,3,6,6,6,7,3,4,6,4,6,6,4,9,7,1,3,3,2,1,8,1,2,1,99,1,0.73
1735,4,1,3,1,12,0,0,0,0,0,0,1,,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,8,8,7,0,2,5,4,3,2,2,6,3,7,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,8,7,8,5,6,3,8,3,7,7,7,6,8,10,7,8,5,7,8,8,8,8,8,8,10,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,5,7,3,8,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,10,1,1,1,1,0,0,0,1,1,0,0,1,8,3,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,5,7,5,8,8,8,8,10,8,3,5,5,5,7,8,7,3,5,8,10,8,7,1,3,1,2,1,99,1,98,,99,1,0.00
994,6,2,1,2,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,6,4,3,8,8,3,3,3,8,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,10,2,3,4,10,2,6,9,9,10,6,10,9,9,6,4,10,9,10,10,7,10,10,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,9,10,9,9,7,10,7,7,7,6,10,6,6,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,0,1,0,0,0,0,0,1,0,0,0,3,8,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,7,8,10,1,10,8,2,2,1,1,1,8,1,98,,1,1,0.40
1803,6,1,4,1,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,8,9,9,4,6,8,8,5,4,4,8,9,8,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,5,7,8,8,7,7,6,8,5,8,8,8,7,8,8,8,8,8,7,8,7,8,7,8,8,9,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,10,9,8,9,7,7,7,5,7,7,8,6,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9,0,1,1,1,0,1,0,0,0,0,0,3,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,7,7,7,7,7,7,7,7,7,6,5,7,6,7,7,7,5,6,7,7,9,7,99,3,1,2,1,5,1,98,,99,1,0.58
83,6,2,3,1,12,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,6,10,8,7,8,8,9,9,8,9,9,9,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,7,7,7,2,8,7,5,8,5,8,8,9,9,7,7,2,7,7,2,8,7,7,8,7,8,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,8,5,9,8,8,9,7,5,7,8,7,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,10,0,0,0,0,0,0,1,0,0,0,0,4,9,7,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,7,5,8,8,8,9,8,8,8,8,7,7,6,7,7,9,3,7,8,7,99,3,1,3,3,8,1,2,1,99,1,0.60
1380,6,2,2,1,2,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7,6,6,4,4,4,6,1,3,2,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,10,10,9,3,2,6,3,5,3,7,9,7,5,4,8,6,3,4,4,4,7,7,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,10,8,10,8,10,10,10,5,4,5,6,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,10,0,1,0,0,0,1,0,1,0,0,0,8,6,2,1,2,,,,,,,,,,,,,,,,,,,,,,,8,8,7,7,8,6,7,8,8,6,7,7,9,9,9,7,7,7,10,9,9,4,2,2,3,4,5,99,1,98,,1,1,0.00
1137,8,1,2,2,3,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,7,9,9,5,5,10,9,10,8,8,8,10,7,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,1,9,9,5,5,3,7,9,5,9,8,8,9,9,8,5,7,8,8,7,8,9,8,8,8,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,9,10,9,10,9,10,8,8,8,4,7,6,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,10,10,1,1,1,1,0,1,0,1,0,0,0,8,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,6,8,9,9,8,7,9,9,8,8,6,6,5,9,9,8,9,8,8,3,10,6,2,2,2,2,5,2,1,2,2,99,1,1.90
1335,3,2,3,2,13,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,6,7,5,4,6,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,6,6,6,6,6,5,5,5,5,5,5,5,6,5,5,5,6,6,6,6,6,5,5,6,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,5,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9,1,1,1,1,1,1,0,0,1,0,0,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,2,3,1,2,1,5,10,2,1,99,1,1.28
1082,7,2,2,2,3,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,98,,10,10,3,5,10,9,6,7,6,7,8,4,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,8,3,8,8,8,8,8,3,5,5,8,8,8,8,8,8,5,8,8,7,7,5,5,8,5,8,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,5,2,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,9,1,1,1,0,0,0,0,0,0,0,0,2,6,8,1,2,,,,,,,,,,,,,,,,,,,,,,,3,7,3,7,2,2,7,3,7,2,2,2,7,7,7,5,7,2,7,7,7,5,2,1,1,2,5,99,2,98,,99,1,0.00
1062,5,1,1,1,6,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2,8,8,8,6,7,9,8,7,6,6,5,9,8,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,9,2,8,7,3,5,3,6,6,4,6,7,9,9,7,8,10,8,6,8,6,8,8,7,5,7,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,5,8,8,8,8,8,8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,0,1,1,1,0,0,0,0,0,0,0,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,7,2,5,6,5,7,7,2,2,6,7,7,5,10,7,5,8,6,9,9,2,3,1,2,1,8,1,98,,99,1,0.80
566,3,2,6,2,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,8,8,8,7,8,8,7,7,7,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,7,7,8,8,8,8,8,7,7,8,8,7,8,8,8,7,8,8,8,7,8,8,7,8,7,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,7,7,8,8,7,8,8,7,8,8,8,7,8,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,1,0,0,0,0,1,0,0,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,8,8,8,8,7,7,7,7,7,8,7,8,8,8,8,7,7,8,8,99,2,2,4,1,4,1,1,7,1,1,1.39
2882,4,2,1,2,7,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,8,6,8,9,4,4,3,7,6,6,5,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8,2,8,8,4,5,6,6,4,6,8,8,6,9,8,7,8,8,6,3,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,6,6,7,7,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,8,1,1,1,1,0,0,0,1,1,0,0,9,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,99,1,1,1,1,8,9,1,9,99,1,0.83
385,2,1,1,2,7,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,8,9,8,8,7,8,9,8,8,6,7,7,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,6,6,8,7,6,6,6,8,8,6,7,7,7,6,6,8,6,7,7,7,6,5,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,6,8,8,7,7,7,8,8,8,9,7,7,6,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,1,0,0,0,0,0,0,1,0,0,0,8,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,10,8,7,7,8,10,8,8,8,7,9,8,8,6,8,9,7,9,7,7,8,9,2,2,3,1,2,3,97,1,99,99,1,1.77
